area_type,availability,location,size,total_sqft,bath,balcony,price,ready_to_move,bedrooms
Plot  Area,Ready To Move,akshaya vana,4 BHK,1200.0,4,3,16500000.0,1,4
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,2390.0,3,2,41500000.0,1,3
Plot  Area,Ready To Move,giri nagar,4 BHK,2400.0,4,1,40000000.0,1,4
Super built-up  Area,Ready To Move,haralur road,3 BHK,1464.0,3,2,5600000.0,1,3
Super built-up  Area,Ready To Move,manayata tech park,2 BHK,1200.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,kaval byrasandra,2 BHK,1200.0,2,2,5200000.0,1,2
Super built-up  Area,Ready To Move,kaggalipura,3 BHK,1150.0,2,1,5500000.0,1,3
Built-up  Area,Ready To Move,basavanna nagar,3 BHK,1645.0,3,2,9500000.0,1,3
Super built-up  Area,20-Mar,sarjapur  road,2 BHK,1000.0,2,1,6700000.0,0,2
Plot  Area,Ready To Move,haralur road,4 BHK,2650.0,4,2,19800000.0,1,4
Super built-up  Area,Ready To Move,6th phase jp nagar,2 BHK,1192.0,2,2,7400000.0,1,2
Super built-up  Area,Ready To Move,ulsoor,3 BHK,2135.0,3,2,21500000.0,1,3
Super built-up  Area,19-Dec,whitefield,2 BHK,1173.0,2,1,5800000.0,0,2
Built-up  Area,Ready To Move,uttarahalli,2 BHK,1020.0,2,2,4500000.0,1,2
Super built-up  Area,Ready To Move,thigalarapalya,4 BHK,3122.0,6,2,23000000.0,1,4
Super built-up  Area,Ready To Move,somasundara palya,3 BHK,1600.0,3,3,6400000.0,1,3
Plot  Area,18-Mar,t.c palya,2 BHK,1200.0,2,0,7900000.0,0,2
Carpet  Area,Ready To Move,muneshwara nagar,2 BHK,1230.0,2,3,4800000.0,1,2
Super built-up  Area,Ready To Move,devarachikkanahalli,2 BHK,1250.0,2,2,4000000.0,1,2
Super built-up  Area,Ready To Move,kalena agrahara,2 BHK,1325.0,2,2,7600000.0,1,2
Built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1850.0,3,1,15000000.0,1,3
Super built-up  Area,Ready To Move,basaveshwara nagar,2 BHK,1200.0,2,2,6500000.0,1,2
Plot  Area,Ready To Move,bull temple road,3 BHK,1350.0,2,0,14000000.0,1,3
Super built-up  Area,18-Jun,bommasandra,3 BHK,1260.0,3,1,4936000.0,0,3
Super built-up  Area,Ready To Move,prashanth nagar,3 BHK,1800.0,3,0,15000000.0,1,3
Built-up  Area,Ready To Move,ardendale,2 BHK,1100.0,2,1,4325000.0,1,2
Super built-up  Area,Ready To Move,harlur,2 BHK,1508.0,2,1,7700000.0,1,2
Carpet  Area,Ready To Move,sampigehalli,3 BHK,1592.0,3,2,7500000.0,1,3
Super built-up  Area,Ready To Move,akshaya nagar,2 BHK,1388.0,2,3,5700000.0,1,2
Super built-up  Area,18-May,electronic city phase ii,1 BHK,630.0,1,1,2835000.0,0,1
Plot  Area,Ready To Move,rmv,3 BHK,2000.0,3,2,36500000.0,1,3
Super built-up  Area,Ready To Move,banashankari3rd stage bigbazar,3 BHK,1762.0,3,1,12500000.0,1,3
Super built-up  Area,21-Dec,bagalur main road,2 BHK,950.0,2,2,5000000.0,0,2
Super built-up  Area,Ready To Move,kodihalli,4 BHK,3252.0,5,3,33500000.0,1,4
Super built-up  Area,18-Aug,magadi road,2 BHK,1116.0,2,1,5000000.0,0,2
Super built-up  Area,Ready To Move,narayanapura,2 BHK,1308.0,2,2,8904000.0,1,2
Super built-up  Area,Ready To Move,ms pallya,3 BHK,1200.0,3,0,9000000.0,1,3
Plot  Area,Ready To Move,binny mills employees colony,4 BHK,1500.0,4,2,23000000.0,1,4
Built-up  Area,Ready To Move,bannerghatta road,1 BHK,500.0,1,1,1850000.0,1,1
Super built-up  Area,Ready To Move,hennur,2 BHK,1075.0,2,1,5200000.0,1,2
Super built-up  Area,18-Mar,chandapura,1 BHK,530.0,1,0,1166000.0,0,1
Built-up  Area,Ready To Move,bellandur,2 BHK,1205.0,2,3,6600000.0,1,2
Super built-up  Area,Ready To Move,5th phase jp nagar,2 BHK,1075.0,2,2,6000000.0,1,2
Built-up  Area,Ready To Move,kr puram,2 BHK,930.0,2,2,3900000.0,1,2
Super built-up  Area,Ready To Move,balagere,2 BHK,1380.0,2,1,6000000.0,1,2
Super built-up  Area,Ready To Move,hebbal,4 BHK,2483.0,5,2,21200000.0,1,4
Built-up  Area,Ready To Move,kodigehaali,2 BHK,1166.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,bannerghatta road,2 BHK,1050.0,2,1,6500000.0,1,2
Super built-up  Area,19-Mar,gopalapura,3 BHK,2023.71,3,2,27500000.0,0,3
Super built-up  Area,Ready To Move,begur road,2 BHK,1200.0,2,2,4680000.0,1,2
Super built-up  Area,Ready To Move,lakshminarayana pura,3 BHK,1600.0,2,1,10800000.0,1,3
Super built-up  Area,Ready To Move,billekahalli,3 BHK,1935.0,3,2,11000000.0,1,3
Super built-up  Area,18-May,8th phase jp nagar,1 BHK,451.0,1,0,2990000.0,0,1
Super built-up  Area,Ready To Move,electronic city,3 BHK,1800.0,3,2,9500000.0,1,3
Super built-up  Area,18-May,jalahalli,3 BHK,1400.0,3,0,7700000.0,0,3
Super built-up  Area,Ready To Move,hegde nagar,3 BHK,1801.0,3,2,11500000.0,1,3
Plot  Area,19-Jan,anekal,2 BHK,1200.0,1,1,3600000.0,0,2
Super built-up  Area,Ready To Move,begur road,2 BHK,1160.0,2,2,4400000.0,1,2
Built-up  Area,Ready To Move,kengeri,2 BHK,1000.0,2,1,2500000.0,1,2
Super built-up  Area,Ready To Move,kanakpura road,2 BHK,950.0,2,1,4000000.0,1,2
Built-up  Area,20-Dec,"hoodi circle,",3 BHK,1629.0,3,2,7900000.0,0,3
Built-up  Area,Ready To Move,vijayanagar,3 BHK,1580.0,2,0,13400000.0,1,3
Super built-up  Area,21-Jun,vijayanagar,3 BHK,1826.0,3,2,12100000.0,0,3
Built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1245.0,2,1,9400000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1145.0,2,2,4579000.0,1,2
Super built-up  Area,Ready To Move,sompura,2 BHK,825.0,2,1,3300000.0,1,2
Super built-up  Area,18-Aug,yeshwanthpur,3 BHK,1693.0,3,3,10800000.0,0,3
Super built-up  Area,Ready To Move,electronics city phase 1,2 BHK,1113.27,2,2,5300000.0,1,2
Built-up  Area,Ready To Move,ashirvad colony,2 BHK,1460.0,2,1,5800000.0,1,2
Built-up  Area,Ready To Move,doddathoguru,2 BHK,1050.0,2,1,3200000.0,1,2
Built-up  Area,Ready To Move,dodda nekkundi,2 BHK,1260.0,2,2,5500000.0,1,2
Built-up  Area,Ready To Move,hosur road,2 BHK,1656.0,2,1,12000000.0,1,2
Super built-up  Area,Ready To Move,chandapura,3 BHK,1208.0,3,1,4500000.0,1,3
Super built-up  Area,Ready To Move,whitefield,3 BHK,1910.0,3,2,16100000.0,1,3
Super built-up  Area,Ready To Move,whitefield,4 BHK,3252.0,4,1,23000000.0,1,4
Plot  Area,Ready To Move,battarahalli,2 BHK,1200.0,2,1,6500000.0,1,2
Super built-up  Area,Ready To Move,gokula extension,4 BHK,1200.0,4,1,17500000.0,1,4
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1175.0,2,1,8200000.0,1,2
Plot  Area,Ready To Move,kamakshipalya,2 BHK,1000.0,2,0,16500000.0,1,2
Plot  Area,Ready To Move,bannerghatta road,4 BHK,1200.0,2,0,12500000.0,1,4
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,2390.0,3,2,41000000.0,1,3
Super built-up  Area,19-Jan,rajaji nagar,7 BHK,12000.0,6,3,220000000.0,0,7
Super built-up  Area,Ready To Move,kengeri,1 BHK,370.923994,1,0,1850000.0,1,1
Super built-up  Area,Ready To Move,kengeri,2 BHK,750.0,2,1,3800000.0,1,2
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1550.0,3,3,6450000.0,1,3
Built-up  Area,Ready To Move,amco colony,3 BHK,1760.0,3,2,8800000.0,1,3
Super built-up  Area,Ready To Move,billekahalli,2 BHK,1125.0,2,2,6200000.0,1,2
Plot  Area,Ready To Move,nagarbhavi,3 BHK,1350.0,3,2,15000000.0,1,3
Plot  Area,17-Dec,anandapura,2 BHK,1000.0,2,1,5500000.0,0,2
Built-up  Area,18-Aug,bommasandra industrial area,2 BHK,1090.0,2,2,3148000.0,0,2
Plot  Area,Ready To Move,tc palaya,2 BHK,1200.0,2,0,6000000.0,1,2
Super built-up  Area,Ready To Move,budigere,3 BHK,1991.0,4,2,10300000.0,1,3
Super built-up  Area,18-Oct,bommasandra,2 BHK,1060.0,2,1,2650000.0,0,2
Super built-up  Area,Ready To Move,ambalipura,2 BHK,1105.0,2,1,7500000.0,1,2
Built-up  Area,Ready To Move,hoodi,2 BHK,985.0,2,2,6700000.0,1,2
Super built-up  Area,17-Jul,balagere,3 BHK,1590.0,3,2,7900000.0,0,3
Super built-up  Area,Ready To Move,cv raman nagar,2 BHK,1120.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,samethanahalli,2 BHK,1069.0,2,1,5500000.0,1,2
Super built-up  Area,Ready To Move,marathahalli,3 BHK,1933.0,3,2,14000000.0,1,3
Built-up  Area,16-Mar,hosur road,2 BHK,1194.0,2,0,6900000.0,0,2
Super built-up  Area,Ready To Move,brookefield,2 BHK,1150.0,2,3,6900000.0,1,2
Super built-up  Area,Ready To Move,yelenahalli,2 BHK,1240.0,2,2,4712000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1419.0,2,2,4810000.0,1,2
Super built-up  Area,Ready To Move,suddaguntepalya,3 BHK,1450.0,3,2,5500000.0,1,3
Super built-up  Area,18-Jul,udayapur village,3 BHK,1630.0,3,2,6829000.000000001,0,3
Super built-up  Area,Ready To Move,dasanapura,2 BHK,708.0,1,1,4000000.0,1,2
Plot  Area,Ready To Move,kasavanhalli,3 BHK,1000.0,4,3,11000000.0,1,3
Plot  Area,Ready To Move,whitefield,4 BHK,11890.0,4,3,70000000.0,1,4
Super built-up  Area,Ready To Move,bellandur,2 BHK,1250.0,2,1,7600000.0,1,2
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1400.0,2,1,9500000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1670.0,2,3,5700000.0,1,3
Super built-up  Area,Ready To Move,ardendale,3 BHK,1750.0,3,2,10000000.0,1,3
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1404.0,2,1,7100000.0,1,2
Super built-up  Area,Ready To Move,hoodi,3 BHK,1715.0,2,2,9500000.0,1,3
Built-up  Area,18-Apr,electronic city,1 BHK,630.0,1,1,3465000.0,0,1
Super built-up  Area,Ready To Move,harlur,3 BHK,1752.12,3,2,13500000.0,1,3
Super built-up  Area,Ready To Move,hulimavu,3 BHK,1650.0,3,2,7800000.0,1,3
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1295.0,2,1,5547000.0,1,2
Plot  Area,Ready To Move,giri nagar,3 BHK,1800.0,3,2,25200000.0,1,3
Super built-up  Area,18-Sep,sarjapur  road,2 BHK,1346.0,2,1,7403000.0,0,2
Plot  Area,Ready To Move,thippasandra,4 BHK,1200.0,4,2,20000000.0,1,4
Super built-up  Area,Ready To Move,hormavu,2 BHK,1150.0,2,2,5500000.0,1,2
Built-up  Area,Ready To Move,chikkabidarakallu,4 BHK,3309.0,4,3,32500000.0,1,4
Super built-up  Area,18-May,chandapura,3 BHK,1190.0,2,2,3035000.0,0,3
Super built-up  Area,Ready To Move,aecs layout,3 BHK,1620.0,3,2,9800000.0,1,3
Super built-up  Area,18-Apr,marathahalli,2 BHK,950.0,2,1,4696000.0,0,2
Super built-up  Area,Ready To Move,1 giri nagar,11 BHK,5000.0,9,3,36000000.0,1,11
Super built-up  Area,Ready To Move,harlur,3 BHK,2450.0,3,0,12000000.0,1,3
Super built-up  Area,18-May,electronic city phase ii,3 BHK,1220.0,2,1,3522999.9999999995,0,3
Super built-up  Area,Ready To Move,hoysalanagar,2 BHK,850.0,2,1,3000000.0,1,2
Built-up  Area,Ready To Move,padmanabhanagar,2 BHK,1020.0,2,2,6300000.0,1,2
Built-up  Area,Ready To Move,chikkalasandra,2 BHK,1100.0,2,2,5000000.0,1,2
Super built-up  Area,Ready To Move,defence colony,2 BHK,1150.0,2,2,12600000.0,1,2
Super built-up  Area,18-Dec,hebbal,3 BHK,1760.0,2,2,13000000.0,0,3
Super built-up  Area,Ready To Move,ambalipura,3 BHK,1800.0,3,3,11000000.0,1,3
Super built-up  Area,Ready To Move,akshaya nagar,2 BHK,1070.0,2,1,5400000.0,1,2
Plot  Area,Ready To Move,2nd stage nagarbhavi,4 BHK,1500.0,4,2,22000000.0,1,4
Plot  Area,Ready To Move,vidyaranyapura,2 BHK,1440.0,2,0,9500000.0,1,2
Super built-up  Area,Ready To Move,amruthahalli,2 BHK,900.0,2,1,4000000.0,1,2
Built-up  Area,Ready To Move,iti employees layout,4 BHK,1200.0,4,1,23000000.0,1,4
Super built-up  Area,18-May,whitefield,2 BHK,1130.0,2,1,4216000.0,0,2
Super built-up  Area,Ready To Move,koramangala,2 BHK,1320.0,2,1,16500000.0,1,2
Super built-up  Area,19-Jun,kodigehalli,2 BHK,1270.0,2,1,9800000.0,0,2
Built-up  Area,Ready To Move,patelappa layout,2 BHK,1200.0,2,1,6200000.0,1,2
Super built-up  Area,Ready To Move,ns palya,2 BHK,1200.0,2,1,7400000.0,1,2
Super built-up  Area,Ready To Move,subramanyapura,2 BHK,929.0,2,0,5017000.0,1,2
Super built-up  Area,Ready To Move,kudlu main road,3 BHK,1464.0,3,2,5600000.0,1,3
Super built-up  Area,Ready To Move,7th phase jp nagar,4 BHK,3600.0,4,3,40000000.0,1,4
Plot  Area,Ready To Move,bank avenue,4 BHK,2000.0,4,2,9900000.0,1,4
Super built-up  Area,Ready To Move,chikkalasandra,2 BHK,1208.0,2,1,4900000.0,1,2
Super built-up  Area,Ready To Move,hebbal kempapura,2 BHK,1130.0,2,2,6000000.0,1,2
Super built-up  Area,Ready To Move,surabhi layout,3 BHK,1753.0,3,2,12000000.0,1,3
Super built-up  Area,Ready To Move,old madras road,5 BHK,4500.0,7,3,33700000.0,1,5
Super built-up  Area,22-Jun,hoodi,2 BHK,1196.0,2,2,9442000.0,0,2
Built-up  Area,Ready To Move,5th phase jp nagar,2 BHK,1150.0,3,3,5250000.0,1,2
Super built-up  Area,18-Apr,electronic city,2 BHK,1128.0,2,1,6300000.0,0,2
Super built-up  Area,Ready To Move,omkar nagar,2 BHK,1000.0,2,1,5300000.0,1,2
Super built-up  Area,Ready To Move,yelahanka,2 BHK,1035.0,2,1,4500000.0,1,2
Built-up  Area,Ready To Move,kereguddadahalli,2 BHK,950.0,2,1,3200000.0,1,2
Super built-up  Area,Ready To Move,bisuvanahalli,3 BHK,1075.0,2,1,3600000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1040.0,2,1,4850000.0,1,2
Plot  Area,17-Oct,maragondanahalli,2 BHK,720.0,2,1,4500000.0,0,2
Super built-up  Area,Ready To Move,lingadheeranahalli,3 BHK,1511.0,3,1,9500000.0,1,3
Built-up  Area,Ready To Move,silk board,3 BHK,1300.0,3,1,5800000.0,1,3
Super built-up  Area,19-Dec,hoodi,3 BHK,1545.0,3,1,6875000.0,0,3
Built-up  Area,Ready To Move,shampura,1 BHK,375.0,2,0,2600000.0,1,1
Super built-up  Area,Ready To Move,vidyaranyapura,2 BHK,1062.0,2,3,3800000.0,1,2
Super built-up  Area,Ready To Move,kada agrahara,2 BHK,1115.0,2,1,4000000.0,1,2
Super built-up  Area,Ready To Move,jp nagar,2 BHK,1000.0,2,1,3500000.0,1,2
Super built-up  Area,17-May,kambipura,2 BHK,883.0,2,1,4500000.0,0,2
Super built-up  Area,19-Apr,sarjapur  road,2 BHK,1195.0,2,1,7000000.0,0,2
Plot  Area,Ready To Move,bhel layout,4 BHK,1200.0,3,1,16500000.0,1,4
Built-up  Area,Ready To Move,medahalli,1 BHK,700.0,1,0,4100000.0,1,1
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1246.0,2,1,6700000.0,1,2
Plot  Area,Ready To Move,banashankari stage iii,4 BHK,8500.0,4,2,14500000.0,1,4
Super built-up  Area,Ready To Move,kashi nagar,4 BHK,1600.0,4,1,8000000.0,1,4
Super built-up  Area,18-Dec,haralur road,4 BHK,2805.0,5,3,15400000.0,0,4
Plot  Area,Ready To Move,sector 7 hsr layout,4 BHK,3000.0,5,1,27500000.0,1,4
Built-up  Area,Ready To Move,hosur road,3 BHK,1175.0,2,2,4800000.0,1,3
Built-up  Area,19-Jul,"yemlur, old airport road,",3 BHK,1595.0,3,2,11500000.0,0,3
Super built-up  Area,Ready To Move,vhbcs layout,2 BHK,1353.0,2,2,11000000.0,1,2
Super built-up  Area,18-Apr,electronic city,3 BHK,1599.0,3,2,12500000.0,0,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1150.0,2,1,7000000.0,1,2
Super built-up  Area,17-Dec,jakkur,4 BHK,5230.0,6,1,46500000.0,0,4
Super built-up  Area,Ready To Move,kr puram,2 BHK,1155.0,2,2,4274000.0,1,2
Built-up  Area,Ready To Move,ittamadu,1 BHK,1200.0,2,0,8500000.0,1,1
Super built-up  Area,18-Jul,electronic city phase ii,2 BHK,1000.0,2,1,2500000.0,0,2
Built-up  Area,Ready To Move,rajiv nagar,3 BHK,1867.0,3,1,16000000.0,1,3
Super built-up  Area,18-Jun,ramagondanahalli,2 BHK,1251.0,2,1,4700000.0,0,2
Super built-up  Area,18-Apr,gattahalli,2 BHK,1028.0,2,1,4550000.0,0,2
Super built-up  Area,Ready To Move,arekere,2 BHK,1222.0,2,2,4500000.0,1,2
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,1170.0,2,1,6600000.0,1,3
Super built-up  Area,Ready To Move,hebbal,3 BHK,2400.0,4,1,24500000.0,1,3
Super built-up  Area,Ready To Move,ramanjaneyanagar,3 BHK,1385.0,2,2,4848000.0,1,3
Super built-up  Area,Ready To Move,hsr layout,2 BHK,1372.0,2,1,6800000.0,1,2
Super built-up  Area,Ready To Move,magadi road,3 BHK,1282.0,2,2,4900000.0,1,3
Super built-up  Area,Ready To Move,mico layout,9 BHK,5000.0,9,3,21000000.0,1,9
Built-up  Area,Ready To Move,7th block jayanagar,5 BHK,3000.0,3,1,52800000.0,1,5
Super built-up  Area,Ready To Move,kanakpura road,2 BHK,1135.0,2,1,3972999.9999999995,1,2
Built-up  Area,20-Dec,whitefield,3 BHK,1768.0,3,2,10100000.0,0,3
Built-up  Area,Ready To Move,byatarayanapura,3 BHK,1325.0,2,1,9000000.0,1,3
Super built-up  Area,18-Apr,electronic city,3 BHK,1599.0,3,2,9900000.0,0,3
Plot  Area,18-Mar,whitefield,3 BHK,1500.0,3,1,6195000.0,0,3
Plot  Area,Ready To Move,2nd phase jp nagar,3 BHK,2610.0,3,0,49900000.0,1,3
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,1286.0,2,2,6300000.0,1,2
Built-up  Area,Ready To Move,kammanahalli,5 BHK,2845.0,5,1,14000000.0,1,5
Super built-up  Area,18-Sep,hennur road,2 BHK,1317.5,2,0,6377000.0,0,2
Super built-up  Area,Ready To Move,hebbal,3 BHK,3450.0,5,2,26000000.0,1,3
Super built-up  Area,18-Apr,munnekollal,2 BHK,1102.0,2,2,5367000.0,0,2
Super built-up  Area,Ready To Move,yelahanka,2 BHK,1350.0,2,2,5400000.0,1,2
Super built-up  Area,Ready To Move,banashankari,3 BHK,1200.0,2,2,4200000.0,1,3
Plot  Area,Ready To Move,herohalli,2 BHK,1800.0,1,1,8000000.0,1,2
Built-up  Area,Ready To Move,chikkabanavar,2 BHK,950.0,2,1,4000000.0,1,2
Super built-up  Area,21-Dec,kanakpura road,1 BHK,525.0,1,1,2725000.0,0,1
Built-up  Area,Ready To Move,attibele,2 BHK,656.0,2,1,2500000.0,1,2
Plot  Area,Ready To Move,marathahalli,4 BHK,1780.0,4,3,17500000.0,1,4
Super built-up  Area,Ready To Move,3rd block hrbr layout,2 BHK,1056.0,2,1,8000000.0,1,2
Super built-up  Area,21-Feb,bannerghatta road,1 BHK,595.0,1,1,3332000.0,0,1
Built-up  Area,Ready To Move,ittamadu,2 BHK,1080.0,2,2,5000000.0,1,2
Super built-up  Area,19-Dec,7th phase jp nagar,3 BHK,2225.0,3,1,16000000.0,0,3
Super built-up  Area,18-Aug,bommasandra,2 BHK,1126.0,2,1,2815000.0,0,2
Super built-up  Area,Ready To Move,electronics city phase 1,3 BHK,1490.0,3,1,8400000.0,1,3
Plot  Area,Ready To Move,hrbr layout,4 BHK,2000.0,4,1,30000000.0,1,4
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1550.0,3,3,10000000.0,1,3
Built-up  Area,Ready To Move,ashwini layout,2 BHK,1160.0,2,1,5500000.0,1,2
Built-up  Area,Ready To Move,whitefield,4 BHK,4144.0,4,3,31500000.0,1,4
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,2100.0,3,2,12500000.0,1,3
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1404.0,2,1,6930000.0,1,2
Plot  Area,Ready To Move,sarjapur  road,4 BHK,2230.0,4,3,22500000.0,1,4
Super built-up  Area,18-May,banashankari stage iii,3 BHK,1305.0,2,1,5870000.0,0,3
Super built-up  Area,Ready To Move,marathahalli,2 BHK,1230.0,2,2,8000000.0,1,2
Plot  Area,Ready To Move,t.c palya,2 BHK,1200.0,2,0,6500000.0,1,2
Super built-up  Area,Ready To Move,harlur,3 BHK,1460.0,3,1,7300000.0,1,3
Built-up  Area,Ready To Move,gottigere,2 BHK,967.0,2,3,4500000.0,1,2
Built-up  Area,Ready To Move,byatarayanapura,1 BHK,540.0,1,1,3600000.0,1,1
Super built-up  Area,19-Dec,hormavu,1 BHK,715.0,1,2,4600000.0,0,1
Super built-up  Area,Ready To Move,whitefield,3 BHK,2500.0,3,2,31300000.0,1,3
Super built-up  Area,Ready To Move,dooravani nagar,3 BHK,1578.0,3,1,18000000.0,1,3
Super built-up  Area,Ready To Move,mysore road,2 BHK,1020.0,2,1,4895000.0,1,2
Super built-up  Area,Ready To Move,jigani,2 BHK,1020.0,2,1,4000000.0,1,2
Super built-up  Area,Ready To Move,koramangala,2 BHK,1253.0,2,1,10200000.0,1,2
Super built-up  Area,Ready To Move,jcr layout,2 BHK,1180.0,2,2,4200000.0,1,2
Super built-up  Area,Ready To Move,nehru nagar,2 BHK,961.0,2,2,3800000.0,1,2
Built-up  Area,Ready To Move,kanakapura,3 BHK,1419.0,3,3,7500000.0,1,3
Super built-up  Area,Ready To Move,harlur,3 BHK,1709.0,3,2,15000000.0,1,3
Plot  Area,Ready To Move,papareddipalya,2 BHK,1600.0,2,0,11500000.0,1,2
Super built-up  Area,18-Jul,venkatapura,1 BHK,416.0,1,1,1850000.0,0,1
Carpet  Area,Ready To Move,sanjay nagar,2 BHK,1100.0,2,2,9800000.0,1,2
Super built-up  Area,Ready To Move,hsr layout,3 BHK,1430.0,2,1,6500000.0,1,3
Super built-up  Area,Ready To Move,sneha colony,2 BHK,1260.0,2,2,4500000.0,1,2
Built-up  Area,Ready To Move,rmv extension,3 BHK,1630.0,3,2,8500000.0,1,3
Super built-up  Area,19-May,sarjapur  road,3 BHK,1249.0,3,2,4471000.0,0,3
Super built-up  Area,Ready To Move,kalena agrahara,3 BHK,1450.0,2,3,8500000.0,1,3
Super built-up  Area,17-Nov,konanakunte,3 BHK,2791.0,3,1,22300000.0,0,3
Super built-up  Area,Ready To Move,hosapalya,1 BHK,600.0,1,0,9000000.0,1,1
Built-up  Area,Ready To Move,ashwini layout,1 BHK,834.0,1,1,6000000.0,1,1
Plot  Area,Ready To Move,doddagubbi,3 BHK,1125.0,4,1,7000000.0,1,3
Super built-up  Area,Ready To Move,arekere,3 BHK,2060.0,3,2,14000000.0,1,3
Super built-up  Area,19-Jan,malleshwaram,7 BHK,12000.0,7,3,220000000.0,0,7
Built-up  Area,Ready To Move,gottigere,2 BHK,891.0,2,1,2500000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1133.0,2,1,4907000.0,1,2
Built-up  Area,Ready To Move,bisuvanahalli,3 BHK,1075.0,2,1,3700000.0,1,3
Super built-up  Area,18-May,sector 6 hsr layout,4 BHK,3000.0,5,2,26000000.0,0,4
Plot  Area,Ready To Move,brookefield,4 BHK,2440.0,5,2,42500000.0,1,4
Built-up  Area,Ready To Move,vidyaranyapura,2 BHK,1200.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,thanisandra,2 BHK,1075.0,2,2,4580000.0,1,2
Super built-up  Area,Ready To Move,kaggadasapura,2 BHK,1140.0,2,2,4000000.0,1,2
Plot  Area,Ready To Move,iti layout,6 BHK,2160.0,5,1,25000000.0,1,6
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1090.0,2,1,4200000.0,1,2
Built-up  Area,Ready To Move,r.t. nagar,4 BHK,1500.0,4,1,7000000.0,1,4
Super built-up  Area,Ready To Move,whitefield,4 BHK,4104.0,4,2,36000000.0,1,4
Super built-up  Area,18-Dec,hebbal,3 BHK,1920.0,3,2,13400000.0,0,3
Built-up  Area,Ready To Move,hrbr layout,2 BHK,1374.0,2,2,9500000.0,1,2
Carpet  Area,Ready To Move,bannerghatta road,3 BHK,1445.0,3,2,9500000.0,1,3
Super built-up  Area,19-Dec,kanakapura,1 BHK,711.0,1,1,3600000.0,0,1
Super built-up  Area,Ready To Move,tumkur road,3 BHK,1500.0,3,3,9500000.0,1,3
Super built-up  Area,Ready To Move,whitefield,3 BHK,1720.0,3,3,10000000.0,1,3
Super built-up  Area,Ready To Move,vasanthapura,3 BHK,1400.0,3,2,6000000.0,1,3
Built-up  Area,Ready To Move,kundalahalli,2 BHK,1030.0,2,2,4900000.0,1,2
Super built-up  Area,Ready To Move,mysore road,2 BHK,1200.0,2,1,8500000.0,1,2
Carpet  Area,18-Jul,hosahalli,3 BHK,1375.0,3,2,7000000.0,0,3
Super built-up  Area,Ready To Move,jalahalli,3 BHK,2250.0,3,2,16000000.0,1,3
Super built-up  Area,Ready To Move,bellandur,2 BHK,1000.0,2,2,5000000.0,1,2
Super built-up  Area,Ready To Move,jalahalli west,1 BHK,469.0,1,0,2500000.0,1,1
Super built-up  Area,Ready To Move,marathahalli,4 BHK,3800.0,4,3,25000000.0,1,4
Super built-up  Area,Ready To Move,kambipura,2 BHK,883.0,2,1,2900000.0,1,2
Super built-up  Area,Ready To Move,gm palaya,3 BHK,1820.0,2,3,8600000.0,1,3
Built-up  Area,Ready To Move,singasandra,3 BHK,1440.0,2,3,6500000.0,1,3
Super built-up  Area,Ready To Move,near ramanashree california resort,6 BHK,3600.0,4,1,16000000.0,1,6
Built-up  Area,Ready To Move,malleshwaram,4 BHK,2500.0,5,2,32500000.0,1,4
Super built-up  Area,18-Aug,mahadevpura,2 BHK,1225.0,2,2,4800000.0,0,2
Plot  Area,Ready To Move,"6th block banashankari 3rd stage, 100 feet orr",3 BHK,4000.0,3,1,66000000.0,1,3
Carpet  Area,Ready To Move,chikkalasandra,2 BHK,875.0,2,3,5280000.0,1,2
Super built-up  Area,Ready To Move,jalahalli east,1 BHK,750.0,1,2,4000000.0,1,1
