area_type,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms,price_per_sqft
Super built-up  Area,amruthahalli,900.0,2,1,4000000.0,1,2,4444.444444444444
Super built-up  Area,amruthahalli,1200.0,2,2,5500000.0,1,2,4583.333333333333
Built-up  Area,amruthahalli,1900.0,3,1,13500000.0,1,3,7105.263157894737
Built-up  Area,amruthahalli,924.0,2,1,4500000.0,1,2,4870.12987012987
Carpet  Area,amruthahalli,900.0,2,1,6000000.0,1,2,6666.666666666667
Built-up  Area,amruthahalli,1100.0,2,1,4500000.0,1,2,4090.909090909091
Super built-up  Area,amruthahalli,1200.0,2,1,5500000.0,1,2,4583.333333333333
Super built-up  Area,amruthahalli,1450.0,2,1,8500000.0,1,3,5862.068965517241
Super built-up  Area,amruthahalli,1200.0,2,2,5500000.0,1,2,4583.333333333333
Super built-up  Area,amruthahalli,1250.0,2,2,7900000.0,1,2,6320.0
Super built-up  Area,amruthahalli,1190.0,2,2,5000000.0,1,2,4201.680672268908
Super built-up  Area,amruthahalli,1202.0,2,1,6500000.0,1,2,5407.65391014975
Super built-up  Area,amruthahalli,1340.0,2,1,7500000.0,1,2,5597.014925373134
Super built-up  Area,amruthahalli,2650.0,4,0,17500000.0,1,3,6603.773584905661
Built-up  Area,amruthahalli,1450.0,2,1,9000000.0,1,3,6206.896551724138
Super built-up  Area,amruthahalli,1025.0,2,1,4200000.0,1,2,4097.5609756097565
Built-up  Area,amruthahalli,485.0,1,1,1950000.0,1,1,4020.618556701031
Super built-up  Area,anandapura,1167.0,2,1,4376000.0,0,2,3749.7857754927163
Plot  Area,anandapura,1000.0,2,1,5500000.0,0,2,5500.0
Super built-up  Area,anandapura,1141.0,2,1,4279000.0,0,2,3750.219106047327
Plot  Area,anandapura,1200.0,2,1,6700000.0,1,2,5583.333333333333
Plot  Area,anandapura,1200.0,2,1,5800000.0,1,2,4833.333333333333
Super built-up  Area,anandapura,1151.0,2,1,4310000.0,1,2,3744.5699391833186
Super built-up  Area,anandapura,1141.0,2,1,4275000.0,1,2,3746.7134092900965
Plot  Area,anandapura,900.0,2,0,4800000.0,1,2,5333.333333333333
Plot  Area,anandapura,1749.0,4,0,9000000.0,1,4,5145.797598627787
Super built-up  Area,anandapura,1151.0,2,1,4290000.0,1,2,3727.193744569939
Built-up  Area,anandapura,1250.0,2,2,4500000.0,1,2,3600.0
Super built-up  Area,anandapura,1151.0,2,1,4316000.0,0,2,3749.7827975673326
Built-up  Area,anandapura,1200.0,2,0,5800000.0,1,2,4833.333333333333
Plot  Area,anandapura,1200.0,2,0,6600000.0,1,3,5500.0
Plot  Area,anandapura,1415.0,2,1,7400000.0,1,3,5229.681978798587
Super built-up  Area,anandapura,1200.0,2,1,5000000.0,1,2,4166.666666666667
Super built-up  Area,anandapura,1141.0,2,1,5000000.0,1,2,4382.120946538124
Super built-up  Area,ananth nagar,500.0,1,1,1400000.0,0,1,2800.0
Super built-up  Area,ananth nagar,1100.0,2,2,3150000.0,1,2,2863.6363636363635
Super built-up  Area,ananth nagar,982.0,2,2,2455000.0,0,2,2500.0
Super built-up  Area,ananth nagar,500.0,2,2,1400000.0,0,1,2800.0
Super built-up  Area,ananth nagar,900.0,2,2,2250000.0,0,2,2500.0
Super built-up  Area,ananth nagar,908.0,2,1,2600000.0,1,2,2863.4361233480176
Super built-up  Area,ananth nagar,870.0,2,2,3600000.0,1,2,4137.931034482759
Super built-up  Area,ananth nagar,937.0,2,1,3500000.0,1,2,3735.325506937033
Built-up  Area,ananth nagar,960.0,2,3,3700000.0,1,2,3854.1666666666665
Super built-up  Area,ananth nagar,500.0,1,1,1400000.0,0,1,2800.0
Super built-up  Area,ananth nagar,1000.0,2,1,2970000.0,0,2,2970.0
Built-up  Area,ananth nagar,850.0,2,1,2599000.0,1,2,3057.6470588235293
Super built-up  Area,ananth nagar,902.0,2,1,2526000.0,1,2,2800.4434589800444
Built-up  Area,ananth nagar,1470.0,3,2,5400000.0,1,3,3673.469387755102
Built-up  Area,ananth nagar,810.0,2,1,2550000.0,1,2,3148.1481481481483
Super built-up  Area,ananth nagar,890.0,2,1,2700000.0,1,2,3033.7078651685392
Super built-up  Area,ananth nagar,1200.0,2,1,3600000.0,0,2,3000.0
Super built-up  Area,ananth nagar,1319.0,3,1,4200000.0,1,3,3184.230477634572
Super built-up  Area,ananth nagar,1000.0,2,3,2500000.0,0,2,2500.0
Super built-up  Area,ananth nagar,902.0,2,2,2500000.0,1,2,2771.6186252771618
Super built-up  Area,ananth nagar,930.0,2,1,2599000.0,1,2,2794.6236559139784
Super built-up  Area,ananth nagar,1074.0,2,2,2685000.0,0,2,2500.0
Super built-up  Area,ananth nagar,500.0,1,1,1400000.0,0,1,2800.0
Super built-up  Area,ananth nagar,1010.0,2,2,3800000.0,1,2,3762.3762376237623
Super built-up  Area,ananth nagar,992.0,2,2,2480000.0,0,2,2500.0
Super built-up  Area,anekal,656.0,2,1,2200000.0,1,2,3353.6585365853657
Super built-up  Area,anekal,620.0,2,1,2200000.0,1,2,3548.3870967741937
Super built-up  Area,anekal,600.0,1,1,1650000.0,1,1,2750.0
Super built-up  Area,anekal,925.0,2,1,4000000.0,1,2,4324.324324324324
Super built-up  Area,anekal,530.0,1,1,1800000.0,0,1,3396.2264150943397
Plot  Area,anekal,1800.0,3,2,6800000.0,1,3,3777.777777777778
Built-up  Area,anekal,351.0,1,1,1600000.0,1,1,4558.404558404558
Super built-up  Area,anekal,1035.0,2,2,3830000.0,1,2,3700.4830917874397
Super built-up  Area,anekal,888.0,2,1,3400000.0,1,2,3828.828828828829
Plot  Area,anekal,1200.0,2,1,3600000.0,1,4,3000.0
Super built-up  Area,anekal,766.0,2,2,2800000.0,1,2,3655.3524804177546
Built-up  Area,anekal,967.0,2,1,4500000.0,1,3,4653.567735263702
Built-up  Area,anekal,620.0,1,1,2350000.0,1,2,3790.3225806451615
Super built-up  Area,anekal,1150.0,3,2,4500000.0,1,3,3913.0434782608695
Built-up  Area,anekal,400.0,1,1,1150000.0,1,1,2875.0
Super built-up  Area,anekal,456.0,1,1,1500000.0,1,1,3289.4736842105262
Plot  Area,anekal,2400.0,4,0,9500000.0,1,3,3958.3333333333335
Built-up  Area,anekal,420.0,1,1,1250000.0,1,1,2976.190476190476
Super built-up  Area,anekal,614.0,1,1,2800000.0,1,2,4560.260586319218
Super built-up  Area,anekal,1140.0,2,2,5200000.0,0,2,4561.403508771929
Super built-up  Area,anekal,625.0,1,1,2500000.0,0,2,4000.0
Built-up  Area,anjanapura,1850.0,4,2,8600000.0,1,4,4648.648648648648
Super built-up  Area,anjanapura,1070.0,2,2,3900000.0,0,2,3644.8598130841124
Plot  Area,anjanapura,1500.0,3,1,12100000.0,0,3,8066.666666666667
Super built-up  Area,anjanapura,1070.0,2,2,3700000.0,0,2,3457.9439252336447
Super built-up  Area,anjanapura,950.0,2,1,4000000.0,1,2,4210.526315789473
Built-up  Area,anjanapura,1280.0,2,2,4500000.0,1,3,3515.625
Super built-up  Area,anjanapura,710.0,2,0,2500000.0,1,2,3521.1267605633802
Built-up  Area,anjanapura,950.0,2,0,3200000.0,1,2,3368.4210526315787
Super built-up  Area,anjanapura,1800.0,4,2,5500000.0,1,4,3055.5555555555557
Super built-up  Area,anjanapura,1843.0,3,1,8754000.0,1,3,4749.864351600651
Super built-up  Area,anjanapura,1076.0,2,1,3013000.0,0,2,2800.185873605948
Built-up  Area,anjanapura,950.0,2,0,3000000.0,1,2,3157.8947368421054
Super built-up  Area,ardendale,1750.0,3,2,10000000.0,1,3,5714.285714285715
Built-up  Area,ardendale,3198.0,4,3,20000000.0,1,4,6253.908692933083
Super built-up  Area,ardendale,2422.0,4,2,16000000.0,1,4,6606.110652353427
Super built-up  Area,ardendale,1750.0,3,3,10000000.0,1,3,5714.285714285715
Plot  Area,ardendale,3200.0,4,1,20500000.0,1,4,6406.25
Super built-up  Area,ardendale,1728.0,3,2,9500000.0,1,3,5497.685185185185
Super built-up  Area,ardendale,1732.46,3,2,9200000.0,1,3,5310.367916142364
Super built-up  Area,ardendale,1224.0,2,2,7000000.0,1,2,5718.954248366013
Super built-up  Area,ardendale,1777.26,3,2,10500000.0,1,3,5907.970696465346
Super built-up  Area,ardendale,1650.0,3,3,8200000.0,1,3,4969.69696969697
Built-up  Area,ardendale,1650.0,3,3,8200000.0,1,3,4969.69696969697
Super built-up  Area,ardendale,1224.0,2,2,6700000.0,1,2,5473.856209150327
Super built-up  Area,ardendale,1723.0,3,2,9500000.0,1,3,5513.6390017411495
Super built-up  Area,ardendale,1777.26,3,2,8900000.0,1,3,5007.7084950991975
Super built-up  Area,ardendale,1777.26,3,2,9200000.0,1,3,5176.507657855351
Super built-up  Area,arekere,2060.0,3,2,14000000.0,1,3,6796.116504854369
Built-up  Area,arekere,920.0,2,1,4000000.0,1,2,4347.826086956522
Built-up  Area,arekere,1190.0,2,2,5500000.0,1,2,4621.848739495798
Built-up  Area,arekere,600.0,1,1,2800000.0,1,1,4666.666666666667
Super built-up  Area,arekere,2072.0,3,2,10800000.0,0,3,5212.355212355213
Super built-up  Area,arekere,1100.0,2,2,5500000.0,1,2,5000.0
Super built-up  Area,arekere,900.0,2,3,5000000.0,1,2,5555.555555555556
Super built-up  Area,arekere,2710.0,6,2,14200000.0,0,4,5239.852398523985
Super built-up  Area,arekere,1240.0,2,2,6000000.0,1,2,4838.709677419355
Super built-up  Area,arekere,900.0,2,1,4450000.0,1,2,4944.444444444444
Super built-up  Area,attibele,450.0,1,1,1100000.0,1,1,2444.4444444444443
Built-up  Area,attibele,1600.0,4,0,5280000.0,1,4,3300.0
Built-up  Area,attibele,656.0,2,1,2500000.0,1,2,3810.9756097560976
Built-up  Area,attibele,400.0,1,1,1100000.0,1,1,2750.0
Built-up  Area,attibele,400.0,1,1,1200000.0,1,1,3000.0
Built-up  Area,attibele,400.0,1,1,1400000.0,1,1,3500.0
Super built-up  Area,attibele,500.0,1,1,1700000.0,1,1,3400.0
Plot  Area,attibele,2168.0,4,2,9500000.0,1,4,4381.918819188192
Built-up  Area,attibele,395.0,1,1,1025000.0,1,1,2594.9367088607596
Built-up  Area,attibele,420.0,1,1,1700000.0,1,1,4047.6190476190477
Built-up  Area,attibele,418.0,1,1,1200000.0,1,1,2870.813397129187
Built-up  Area,attibele,1200.0,2,2,4200000.0,1,2,3500.0
Super built-up  Area,attibele,400.0,1,1,1000000.0,1,1,2500.0
Super built-up  Area,attibele,695.0,1,1,2500000.0,1,2,3597.122302158273
Super built-up  Area,attibele,850.0,1,1,2500000.0,1,2,2941.176470588235
Built-up  Area,attibele,2400.0,3,3,12000000.0,1,3,5000.0
Built-up  Area,attibele,450.0,1,1,1250000.0,1,1,2777.777777777778
Super built-up  Area,attibele,782.0,1,0,1955000.0,1,1,2500.0
Super built-up  Area,attibele,656.0,2,1,2500000.0,1,2,3810.9756097560976
Built-up  Area,attibele,400.0,1,1,1150000.0,1,1,2875.0
Carpet  Area,attibele,460.0,1,1,1300000.0,1,1,2826.086956521739
Super built-up  Area,attibele,418.0,2,1,1150000.0,1,1,2751.196172248804
Plot  Area,attibele,1000.0,2,1,4200000.0,0,2,4200.0
Super built-up  Area,attibele,550.0,1,1,1150000.0,1,1,2090.909090909091
Built-up  Area,attibele,410.0,1,1,1000000.0,1,1,2439.0243902439024
Plot  Area,attibele,1700.0,3,1,6500000.0,1,3,3823.529411764706
Super built-up  Area,attibele,400.0,1,1,1025000.0,1,1,2562.5
Super built-up  Area,attibele,656.0,2,1,2500000.0,1,2,3810.9756097560976
Built-up  Area,attibele,520.0,1,1,1500000.0,1,1,2884.6153846153848
Super built-up  Area,babusapalaya,1611.0,2,2,6600000.0,1,3,4096.83426443203
Super built-up  Area,babusapalaya,1675.0,3,3,7500000.0,1,3,4477.611940298508
Super built-up  Area,babusapalaya,1141.0,2,1,4600000.0,1,2,4031.5512708150745
Built-up  Area,babusapalaya,1500.0,2,2,5700000.0,1,2,3800.0
Super built-up  Area,babusapalaya,1050.0,2,3,4500000.0,1,2,4285.714285714285
Super built-up  Area,babusapalaya,1141.0,2,1,4590000.0,1,2,4022.787028921998
Super built-up  Area,babusapalaya,1230.0,3,3,5300000.0,1,3,4308.943089430894
Built-up  Area,babusapalaya,1105.0,2,1,4000000.0,1,2,3619.9095022624433
Super built-up  Area,babusapalaya,1410.0,2,3,6500000.0,1,3,4609.929078014185
Super built-up  Area,babusapalaya,1450.0,2,1,5599000.0,1,2,3861.3793103448274
Super built-up  Area,babusapalaya,1100.0,2,2,3800000.0,1,2,3454.5454545454545
Super built-up  Area,babusapalaya,1061.0,2,1,3384000.0000000005,1,2,3189.4439208294066
Super built-up  Area,babusapalaya,1061.0,2,1,3895000.000000001,0,2,3671.0650329877485
Super built-up  Area,babusapalaya,1061.0,2,1,3400000.0,1,2,3204.5240339302545
Super built-up  Area,babusapalaya,1245.0,2,2,5800000.0,1,2,4658.634538152611
Super built-up  Area,badavala nagar,1494.0,2,2,9455000.0,0,3,6328.647925033467
Super built-up  Area,badavala nagar,1274.0,2,1,8100000.0,0,2,6357.9277864992155
Super built-up  Area,badavala nagar,1842.0,3,2,11500000.0,0,3,6243.213897937025
Super built-up  Area,badavala nagar,1494.0,2,2,9455000.0,1,3,6328.647925033467
Super built-up  Area,badavala nagar,1274.0,2,1,8100000.0,0,2,6357.9277864992155
Super built-up  Area,badavala nagar,1494.0,2,2,9455000.0,0,3,6328.647925033467
Super built-up  Area,badavala nagar,1842.0,3,2,11500000.0,0,3,6243.213897937025
Super built-up  Area,badavala nagar,1842.0,3,2,11500000.0,0,3,6243.213897937025
Super built-up  Area,badavala nagar,1842.0,3,2,11500000.0,0,3,6243.213897937025
Super built-up  Area,balagere,1210.0,2,1,8090000.000000001,1,2,6685.950413223141
Super built-up  Area,balagere,1210.0,2,1,7200000.0,1,2,5950.413223140496
Super built-up  Area,balagere,1205.0,2,1,7850000.0,1,2,6514.522821576764
Super built-up  Area,balagere,790.5,1,0,4190000.0,0,1,5300.44275774826
Super built-up  Area,balagere,1020.07,2,1,6838000.0,0,2,6703.461527150097
Super built-up  Area,balagere,1205.47,2,1,8100000.0,0,2,6719.370867794304
Super built-up  Area,balagere,1007.0,2,1,6500000.0,0,2,6454.816285998014
Super built-up  Area,balagere,1210.0,2,1,7400000.0,0,2,6115.702479338843
Super built-up  Area,balagere,1210.0,2,1,8300000.0,1,2,6859.504132231405
Built-up  Area,balagere,675.0,1,1,4500000.0,0,1,6666.666666666667
Super built-up  Area,balagere,656.0,1,1,4300000.0,1,1,6554.878048780488
Super built-up  Area,balagere,1012.0,2,1,6400000.0,0,2,6324.110671936759
Super built-up  Area,balagere,1007.0,2,1,6200000.0,1,2,6156.901688182721
Built-up  Area,balagere,1007.0,2,1,6700000.0,1,2,6653.4260178748755
Super built-up  Area,balagere,1007.0,2,1,6600000.0,1,2,6554.121151936445
Super built-up  Area,balagere,645.0,1,1,3418000.0,0,1,5299.224806201551
Super built-up  Area,balagere,790.5,1,0,4229500.0,0,1,5350.411132194813
Super built-up  Area,balagere,1012.0,2,1,6500000.0,0,2,6422.924901185771
Super built-up  Area,balagere,656.0,1,1,3877000.000000001,0,1,5910.060975609757
Super built-up  Area,balagere,645.0,1,1,3900000.0,0,1,6046.511627906977
Built-up  Area,balagere,645.0,1,1,4100000.0,0,1,6356.589147286822
Super built-up  Area,balagere,1210.0,2,1,8200000.0,0,2,6776.859504132231
Super built-up  Area,balagere,656.0,1,1,3477000.0000000005,0,1,5300.304878048782
Super built-up  Area,balagere,1205.0,2,1,7387000.0,0,2,6130.290456431535
Super built-up  Area,balagere,1012.0,2,1,7000000.0,0,2,6916.99604743083
Super built-up  Area,balagere,1007.0,2,1,6800000.0,0,2,6752.730883813307
Super built-up  Area,balagere,1205.0,2,1,7900000.0,1,2,6556.016597510374
Built-up  Area,balagere,1012.0,2,1,6800000.0,1,2,6719.367588932806
Super built-up  Area,banashankari,1077.0,2,2,3764000.0,1,2,3494.8932219127205
Super built-up  Area,banashankari,1470.0,2,1,8864000.0,0,3,6029.931972789115
Built-up  Area,banashankari,1300.0,2,2,7500000.0,1,3,5769.2307692307695
Super built-up  Area,banashankari,1800.0,3,2,11500000.0,1,3,6388.888888888889
Built-up  Area,banashankari,1125.0,2,1,6300000.0,1,2,5600.0
Super built-up  Area,banashankari,1310.0,2,2,8000000.0,0,2,6106.8702290076335
Super built-up  Area,banashankari,2600.0,4,1,13500000.0,0,3,5192.307692307692
Super built-up  Area,banashankari,1900.0,2,1,17000000.0,1,3,8947.368421052632
Super built-up  Area,banashankari,1260.0,2,3,7500000.0,1,2,5952.380952380952
Super built-up  Area,banashankari,1170.0,2,2,4679000.0,1,2,3999.1452991452993
Built-up  Area,banashankari,1350.0,2,0,8300000.0,1,3,6148.148148148148
Super built-up  Area,banashankari,1330.0,2,1,7800000.0,1,2,5864.661654135339
Super built-up  Area,banashankari,1400.0,2,1,7800000.0,1,3,5571.428571428572
Super built-up  Area,banashankari,1700.0,3,2,12500000.0,1,3,7352.941176470588
Super built-up  Area,banashankari,1020.0,2,2,4079000.0,1,2,3999.0196078431372
Super built-up  Area,banashankari,1600.0,2,1,6398000.0,1,2,3998.75
Super built-up  Area,banashankari,1041.0,2,1,3644000.0,1,2,3500.480307396734
Super built-up  Area,banashankari,2400.0,1,1,20000000.0,1,1,8333.333333333334
Super built-up  Area,banashankari,1390.0,2,2,8600000.0,1,2,6187.050359712231
Super built-up  Area,banashankari,1460.0,2,3,7000000.0,1,2,4794.520547945205
Super built-up  Area,banashankari,1200.0,2,1,6000000.0,1,2,5000.0
Super built-up  Area,banashankari,1290.0,2,2,8000000.0,1,2,6201.550387596899
Built-up  Area,banashankari,1186.0,2,3,6500000.0,1,2,5480.607082630691
Super built-up  Area,banashankari,1650.0,3,2,10100000.0,1,3,6121.212121212121
Super built-up  Area,banashankari,1181.0,2,1,7500000.0,1,2,6350.550381033023
Super built-up  Area,banashankari,1105.0,2,2,9000000.0,1,2,8144.796380090498
Super built-up  Area,banashankari,720.0,1,1,6000000.0,1,1,8333.333333333334
Super built-up  Area,banashankari,1040.0,2,3,4500000.0,1,2,4326.923076923077
Super built-up  Area,banashankari,1330.0,2,2,7700000.0,1,2,5789.473684210527
Super built-up  Area,banashankari,1200.0,2,3,4900000.0,1,2,4083.3333333333335
Super built-up  Area,banashankari,1185.0,2,2,6700000.0,1,2,5654.008438818565
Super built-up  Area,banashankari,1000.0,2,1,5000000.0,0,2,5000.0
Super built-up  Area,banashankari,1650.0,3,2,9075000.0,0,3,5500.0
Super built-up  Area,banashankari,1650.0,3,2,10100000.0,0,3,6121.212121212121
Super built-up  Area,banashankari,1310.0,2,2,8043000.000000001,1,2,6139.69465648855
Built-up  Area,banashankari,600.0,1,0,2700000.0,1,2,4500.0
Super built-up  Area,banashankari,1430.0,2,2,8780000.0,0,2,6139.8601398601395
Super built-up  Area,banashankari,1020.0,2,1,4283000.0,1,2,4199.019607843137
Built-up  Area,banashankari,1540.0,3,3,8000000.0,1,3,5194.805194805195
Super built-up  Area,banashankari,1683.0,3,2,11500000.0,1,3,6833.036244800951
Built-up  Area,banashankari,1800.0,3,2,12500000.0,1,3,6944.444444444444
Super built-up  Area,banashankari,1175.0,2,1,4113000.000000001,1,2,3500.4255319148942
Super built-up  Area,banashankari,1450.0,2,2,5075000.0,1,2,3500.0
Super built-up  Area,banashankari,1770.0,3,3,10800000.0,0,3,6101.6949152542375
Super built-up  Area,banashankari,1800.0,3,2,12500000.0,1,3,6944.444444444444
Super built-up  Area,banashankari,1200.0,3,2,7452000.0,0,3,6210.0
Super built-up  Area,banashankari,1100.0,2,1,6300000.0,1,2,5727.272727272727
Super built-up  Area,banashankari,1020.0,2,2,4079000.0,1,2,3999.0196078431372
Super built-up  Area,banashankari,1260.0,2,3,7500000.0,1,2,5952.380952380952
Super built-up  Area,banashankari,1426.0,3,2,8500000.0,1,3,5960.729312762974
Super built-up  Area,banashankari stage ii,1700.0,2,2,15000000.0,1,2,8823.529411764706
Plot  Area,banashankari stage ii,1200.0,2,1,15000000.0,1,4,12500.0
Super built-up  Area,banashankari stage ii,1500.0,2,1,12000000.0,1,3,8000.0
Plot  Area,banashankari stage ii,2400.0,3,2,51000000.0,1,5,21250.0
Super built-up  Area,banashankari stage ii,1240.0,2,2,5952000.0,1,3,4800.0
Built-up  Area,banashankari stage ii,1250.0,2,2,11000000.0,1,2,8800.0
Super built-up  Area,banashankari stage ii,1260.0,2,1,9500000.0,1,3,7539.68253968254
Plot  Area,banashankari stage ii,2400.0,2,2,30000000.0,1,3,12500.0
Super built-up  Area,banashankari stage ii,1400.0,2,1,10000000.0,1,2,7142.857142857143
Super built-up  Area,banashankari stage ii,2800.0,3,2,42500000.0,1,5,15178.57142857143
Built-up  Area,banashankari stage ii,3000.0,3,2,45000000.0,1,3,15000.0
Built-up  Area,banashankari stage ii,1200.0,2,1,19800000.0,1,3,16500.0
Super built-up  Area,banashankari stage ii,1245.0,2,1,12500000.0,1,2,10040.160642570281
Super built-up  Area,banashankari stage iii,1305.0,2,1,5870000.0,0,3,4498.08429118774
Super built-up  Area,banashankari stage iii,1145.0,2,3,5840000.0,0,2,5100.436681222707
Super built-up  Area,banashankari stage iii,1650.0,3,2,11800000.0,0,3,7151.515151515152
Plot  Area,banashankari stage iii,2400.0,4,1,24000000.0,1,4,10000.0
Super built-up  Area,banashankari stage iii,1350.0,2,2,6800000.0,1,3,5037.037037037037
Super built-up  Area,banashankari stage iii,1305.0,2,1,5900000.0,1,3,4521.072796934866
Super built-up  Area,banashankari stage iii,1305.0,2,1,6000000.0,1,3,4597.701149425287
Super built-up  Area,banashankari stage iii,1200.0,2,0,4200000.0,1,2,3500.0
Super built-up  Area,banashankari stage iii,1305.0,2,1,5900000.0,1,3,4521.072796934866
Super built-up  Area,banashankari stage iii,1480.0,3,1,7548000.0,0,3,5100.0
Super built-up  Area,banashankari stage iii,1305.0,2,1,5900000.0,1,3,4521.072796934866
Built-up  Area,banashankari stage iii,1304.0,2,0,11100000.0,0,2,8512.269938650306
Built-up  Area,banashankari stage iii,3000.0,6,2,15000000.0,1,6,5000.0
Super built-up  Area,banashankari stage iii,1085.0,2,1,5000000.0,1,2,4608.294930875576
Super built-up  Area,banashankari stage iii,1500.0,2,2,10000000.0,0,3,6666.666666666667
Built-up  Area,banashankari stage iii,2100.0,3,1,14700000.0,1,4,7000.0
Super built-up  Area,banashankari stage iii,1420.0,2,2,9500000.0,1,3,6690.140845070423
Super built-up  Area,banashankari stage v,1300.0,2,1,5850000.0,1,3,4500.0
Super built-up  Area,banashankari stage v,1305.0,2,2,4900000.0,1,3,3754.7892720306513
Super built-up  Area,banashankari stage v,1035.0,2,2,3577000.0000000005,1,2,3456.038647342996
